"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Origen de conflictos. Costumbres o tradiciones","PO2_1_3","Alfanumérico",1,"4
"
"Origen de conflictos. Costumbres o tradiciones","PO2_1_3","Alfanumérico",1,"9
"
"Origen de conflictos. Creencias religiosas","PO2_1_4","Alfanumérico",1,"1
"
"Origen de conflictos. Creencias religiosas","PO2_1_4","Alfanumérico",1,"2
"
"Origen de conflictos. Creencias religiosas","PO2_1_4","Alfanumérico",1,"3
"
"Origen de conflictos. Creencias religiosas","PO2_1_4","Alfanumérico",1,"4
"
"Origen de conflictos. Creencias religiosas","PO2_1_4","Alfanumérico",1,"9
"
"Origen de conflictos. Ideas políticas","PO2_1_5","Alfanumérico",1,"1
"
"Origen de conflictos. Ideas políticas","PO2_1_5","Alfanumérico",1,"2
"
"Origen de conflictos. Ideas políticas","PO2_1_5","Alfanumérico",1,"3
"
"Origen de conflictos. Ideas políticas","PO2_1_5","Alfanumérico",1,"4
"
"Origen de conflictos. Ideas políticas","PO2_1_5","Alfanumérico",1,"9
"
"Origen de conflictos. Ser originario de otro lugar","PO2_1_6","Alfanumérico",1,"1
"
"Origen de conflictos. Ser originario de otro lugar","PO2_1_6","Alfanumérico",1,"2
"
"Origen de conflictos. Ser originario de otro lugar","PO2_1_6","Alfanumérico",1,"3
"
"Origen de conflictos. Ser originario de otro lugar","PO2_1_6","Alfanumérico",1,"4
"
"Origen de conflictos. Ser originario de otro lugar","PO2_1_6","Alfanumérico",1,"9
"
"Origen de conflictos. Valores familiares","PO2_1_7","Alfanumérico",1,"1
"
"Origen de conflictos. Valores familiares","PO2_1_7","Alfanumérico",1,"2
"
"Origen de conflictos. Valores familiares","PO2_1_7","Alfanumérico",1,"3
"
"Origen de conflictos. Valores familiares","PO2_1_7","Alfanumérico",1,"4
"
"Origen de conflictos. Valores familiares","PO2_1_7","Alfanumérico",1,"9
"
"Percepción sobre el respeto a derechos. Personas adultas mayores","PO2_2_01","Alfanumérico",1,"1
"
"Percepción sobre el respeto a derechos. Personas adultas mayores","PO2_2_01","Alfanumérico",1,"2
"
"Percepción sobre el respeto a derechos. Personas adultas mayores","PO2_2_01","Alfanumérico",1,"3
"
"Percepción sobre el respeto a derechos. Personas adultas mayores","PO2_2_01","Alfanumérico",1,"4
"
"Percepción sobre el respeto a derechos. Personas adultas mayores","PO2_2_01","Alfanumérico",1,"9
"
"Percepción sobre el respeto a derechos. Mujeres","PO2_2_02","Alfanumérico",1,"1
"
"Percepción sobre el respeto a derechos. Mujeres","PO2_2_02","Alfanumérico",1,"2
"
"Percepción sobre el respeto a derechos. Mujeres","PO2_2_02","Alfanumérico",1,"3
"
"Percepción sobre el respeto a derechos. Mujeres","PO2_2_02","Alfanumérico",1,"4
"
"Percepción sobre el respeto a derechos. Mujeres","PO2_2_02","Alfanumérico",1,"9
"
"Percepción sobre el respeto a derechos. Niñas y niños","PO2_2_03","Alfanumérico",1,"1
"
"Percepción sobre el respeto a derechos. Niñas y niños","PO2_2_03","Alfanumérico",1,"2
"
"Percepción sobre el respeto a derechos. Niñas y niños","PO2_2_03","Alfanumérico",1,"3
"
"Percepción sobre el respeto a derechos. Niñas y niños","PO2_2_03","Alfanumérico",1,"4
"
"Percepción sobre el respeto a derechos. Niñas y niños","PO2_2_03","Alfanumérico",1,"9
"
"Percepción sobre el respeto a derechos. Adolescentes y jóvenes","PO2_2_04","Alfanumérico",1,"1
"
"Percepción sobre el respeto a derechos. Adolescentes y jóvenes","PO2_2_04","Alfanumérico",1,"2
"
"Percepción sobre el respeto a derechos. Adolescentes y jóvenes","PO2_2_04","Alfanumérico",1,"3
"
"Percepción sobre el respeto a derechos. Adolescentes y jóvenes","PO2_2_04","Alfanumérico",1,"4
"
"Percepción sobre el respeto a derechos. Adolescentes y jóvenes","PO2_2_04","Alfanumérico",1,"9
"
"Percepción sobre el respeto a derechos. Personas con discapacidad","PO2_2_05","Alfanumérico",1,"1
"
"Percepción sobre el respeto a derechos. Personas con discapacidad","PO2_2_05","Alfanumérico",1,"2
"
"Percepción sobre el respeto a derechos. Personas con discapacidad","PO2_2_05","Alfanumérico",1,"3
"
"Percepción sobre el respeto a derechos. Personas con discapacidad","PO2_2_05","Alfanumérico",1,"4
"
